transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantity,price,payment_mode,purchase_date,time_of_purchase,status,row_id
TXN992566,CUST1442,Adira Desai,24,Female,P9169,Watch,Accessories,1,4533,Cash,25-04-2023,20:27:40,pending,206
TXN536476,CUST7981,Amira Kala,28,Male,P6355,Dining Table,Furniture,2,1494,Debit Card,21-10-2023,21:58:51,pending,207
TXN756468,CUST1818,Kismat Kamdar,52,Male,P7268,Shirt,Clothing,4,11688,Debit Card,08-11-2023,07:14:52,cancelled,208
TXN345080,CUST1928,Mehul Brar,25,Male,P6273,Jeans,Clothing,3,9429,Cash,24-08-2023,00:34:34,pending,209
TXN336972,CUST8087,Charvi Devi,45,Female,P5840,Textbook,Books,1,2941,Debit Card,20-04-2023,05:15:46,returned,210
TXN743956,CUST6946,Inaaya  Rege,29,Female,P8006,Comics,Books,2,2030,Credit Card,27-08-2023,04:11:06,returned,211
TXN768303,CUST7654,Mamooty Arya,52,Male,P5573,Sweater,Clothing,2,4976,UPI,18-01-2023,16:48:26,pending,212
TXN688465,CUST3192,Gatik Khare,28,Female,P2254,Textbook,Books,3,13575,Credit Card,27-06-2023,00:46:09,returned,213
TXN129013,CUST5353,Dishani Thakur,52,Female,P2651,Bed,Furniture,3,8133,Debit Card,23-01-2023,14:36:50,returned,214
TXN887374,CUST9993,Heer Bhatia,47,Female,P6056,Chair,Furniture,1,2064,Credit Card,18-01-2023,04:26:50,pending,215
TXN332090,CUST2300,Jiya Sahota,34,Male,P8545,Belt,Accessories,3,645,Credit Card,25-06-2023,19:03:32,returned,216
TXN444785,CUST2458,Abram Tiwari,57,Female,P2639,Headphones,Electronics,2,288,Credit Card,22-04-2023,23:59:46,cancelled,217
TXN614908,CUST9552,Siya Saini,18,Male,P8648,Sofa,Furniture,1,3390,EMI,26-12-2023,22:34:11,returned,218
TXN264059,CUST7427,Zeeshan Barad,51,Male,P9109,Tablet,Electronics,4,4528,Credit Card,21-07-2023,08:36:38,returned,219
TXN475259,CUST2304,Saira Dayal,45,Female,P6524,Shirt,Clothing,1,4446,Credit Card,22-08-2023,12:17:57,cancelled,220
TXN991382,CUST7920,Ayesha Bassi,51,Male,P5829,Dining Table,Furniture,1,3210,EMI,23-04-2023,10:53:35,pending,221
TXN387971,CUST9671,Mishti Bakshi,41,Female,P1031,Magazine,Books,5,17195,UPI,01-08-2023,03:34:30,returned,222
TXN543127,CUST6806,Aaryahi Wadhwa,57,Male,P7555,Headphones,Electronics,1,4931,Credit Card,07-09-2023,01:47:02,delivered,223
TXN647753,CUST8284,Manjari Dhingra,43,Female,P3655,Fruits,Groceries,5,4620,Debit Card,23-07-2023,10:37:52,returned,224
TXN623587,CUST9459,Jiya Bansal,60,Male,P8448,Novel,Books,4,12544,UPI,21-10-2023,02:30:45,cancelled,225
TXN680295,CUST3454,Aradhya Chandra,41,Male,P2517,Sunglasses,Accessories,5,20040,EMI,10-10-2023,01:29:32,returned,226
TXN151421,CUST5865,Ira Bora,39,Male,P3052,Comics,Books,5,23640,Credit Card,15-01-2023,01:23:59,pending,227
TXN403949,CUST8285,Shray Gaba,47,Female,P7568,Chair,Furniture,1,3489,Cash,22-07-2023,05:30:03,cancelled,228
TXN132221,CUST5215,Samaira Sarma,24,Female,P7845,Wallet,Accessories,5,19005,Debit Card,18-08-2023,09:01:26,returned,229
TXN321386,CUST7325,Zain Chandra,24,Female,P7136,Novel,Books,2,8922,Debit Card,13-06-2023,16:16:51,pending,230
TXN696379,CUST1732,Kabir Sanghvi,35,Female,P9253,Comics,Books,2,592,UPI,22-12-2023,08:11:29,cancelled,231
TXN669823,CUST2363,Inaaya  Zachariah,41,Female,P4165,Bed,Furniture,2,5456,Credit Card,23-06-2023,15:27:06,pending,232
TXN290440,CUST6806,Aaryahi Wadhwa,57,Male,P5548,Headphones,Electronics,5,9535,UPI,05-11-2023,11:47:31,cancelled,233
TXN674350,CUST6970,Sara De,51,Male,P8188,Smartphone,Electronics,2,1350,Credit Card,18-12-2023,18:40:41,pending,234
TXN784290,CUST1925,Samarth Atwal,20,Female,P7000,Belt,Accessories,2,7838,EMI,23-04-2023,00:27:31,returned,235
TXN243318,CUST7879,Sana Mahal,44,Female,P3928,Bed,Furniture,1,3397,Cash,14-08-2023,18:08:24,delivered,236
TXN370016,CUST6378,Kanav Choudhry,24,Female,P9524,Sunglasses,Accessories,4,13688,Cash,10-02-2023,14:17:22,returned,237
TXN930317,CUST4260,Anaya Behl,25,Female,P4226,Sweater,Clothing,2,8252,Credit Card,16-12-2023,10:22:09,cancelled,238
TXN988168,CUST1207,Kartik Kade,18,Male,P7789,Jeans,Clothing,2,8190,Debit Card,23-10-2023,18:36:51,cancelled,239
TXN178306,CUST1109,Ranbir Sane,46,Female,P7049,Laptop,Electronics,1,3728,Credit Card,02-08-2023,12:46:18,pending,240
TXN809791,CUST5101,Kartik Khatri,22,Female,P1084,Sunglasses,Accessories,3,14727,Credit Card,13-06-2023,08:48:17,cancelled,241
TXN891863,CUST4879,Indranil Bajwa,34,Male,P8337,Laptop,Electronics,1,1247,Credit Card,20-02-2023,20:09:53,cancelled,242
TXN849068,CUST4441,Nehmat Gaba,59,Male,P7839,Watch,Accessories,4,17868,Debit Card,15-06-2023,20:15:37,returned,243
TXN374844,CUST2042,Veer Aurora,27,Male,P5442,Vegetables,Groceries,3,7476,Debit Card,14-04-2023,08:10:19,returned,244
TXN757366,CUST1580,Dhanuk Deep,41,Male,P4455,Sofa,Furniture,1,4787,EMI,16-10-2023,09:30:00,returned,245
TXN749507,CUST9741,Armaan Chahal,30,Male,P7210,Notebook,Books,1,4979,UPI,25-05-2023,21:27:50,cancelled,246
TXN683781,CUST1141,Ira Varughese,31,Male,P4205,Wardrobe,Furniture,2,8684,Credit Card,27-10-2023,13:26:02,pending,247
TXN264707,CUST5979,Mehul Mall,38,Male,P7674,Dining Table,Furniture,3,11478,Debit Card,12-03-2023,00:24:52,delivered,248
TXN152850,CUST5215,Samaira Sarma,24,Female,P8332,Sofa,Furniture,2,4760,Credit Card,19-06-2023,06:28:28,delivered,249
TXN602834,CUST1109,Ranbir Sane,46,Female,P1769,Wheat,Groceries,5,17945,UPI,27-01-2023,09:42:03,cancelled,250
TXN517174,CUST1563,Divit Jha,56,Male,P2910,Milk,Groceries,3,6078,UPI,22-03-2023,01:59:18,returned,251
TXN638680,CUST2351,Vedika Choudhry,29,Female,P9906,Jeans,Clothing,4,2672,Cash,08-12-2023,10:38:22,cancelled,252
TXN284930,CUST5781,Dhruv Sarna,49,Male,P4785,Vegetables,Groceries,4,2068,Credit Card,01-09-2023,07:59:50,cancelled,253
TXN563226,CUST3051,Prerak Walla,37,Male,P3933,Wallet,Accessories,2,7724,UPI,14-04-2023,16:24:16,delivered,254
TXN650789,CUST8364,Advika Subramaniam,44,Male,P2300,Jacket,Clothing,1,1896,Cash,27-03-2023,05:01:54,cancelled,255
TXN149455,CUST2469,Tushar Subramanian,30,Female,P8478,Smartphone,Electronics,2,3662,Debit Card,22-01-2023,10:37:13,cancelled,256
TXN594956,CUST6180,Umang Mangal,56,Male,P2242,Headphones,Electronics,4,13236,Debit Card,02-06-2023,15:57:25,pending,257
TXN836987,CUST7920,Ayesha Bassi,51,Male,P7345,Jeans,Clothing,3,8112,EMI,15-08-2023,16:10:32,returned,258
TXN369143,CUST7973,Saira Khare,23,Male,P9575,Jacket,Clothing,1,1187,EMI,28-09-2023,07:08:35,returned,259
TXN448895,CUST9552,Siya Saini,18,Male,P5602,Belt,Accessories,3,1692,Debit Card,04-12-2023,15:53:59,cancelled,260
TXN821427,CUST7277,Onkar Sachdeva,37,Male,P3537,Notebook,Books,4,7852,Cash,25-07-2023,02:43:50,pending,261
TXN990731,CUST5696,Hiran Koshy,46,Male,P8379,Jacket,Clothing,1,2823,Debit Card,05-04-2023,07:57:43,returned,262
TXN345551,CUST1932,Indranil Shah,58,Male,P6745,Smartwatch,Electronics,2,7354,Credit Card,19-03-2023,22:35:45,delivered,263
TXN896430,CUST3359,Dhanuk Subramanian,41,Female,P8567,Bed,Furniture,2,7350,Credit Card,20-02-2023,07:50:34,returned,264
TXN777051,CUST4747,Krish Srinivasan,23,Male,P2198,Jeans,Clothing,1,2766,Debit Card,01-09-2023,13:12:46,returned,265
TXN730654,CUST7372,Advik Sheth,27,Male,P2495,Tablet,Electronics,2,9160,EMI,30-08-2023,07:44:31,cancelled,266
TXN703592,CUST6396,Jayan Vasa,56,Male,P7368,Fruits,Groceries,3,4641,Debit Card,14-06-2023,19:33:12,pending,267
TXN713001,CUST2113,Anahita Vaidya,44,Female,P1995,Sweater,Clothing,3,5235,Credit Card,03-10-2023,18:32:17,cancelled,268
TXN764066,CUST3080,Gokul Mangal,37,Female,P5582,Notebook,Books,5,24575,UPI,03-03-2023,04:43:42,pending,269
TXN204779,CUST4244,Devansh Bajwa,53,Female,P8381,Laptop,Electronics,2,6108,UPI,06-05-2023,14:04:43,cancelled,270
TXN563699,CUST9201,Indrans Khalsa,35,Female,P4587,Tablet,Electronics,3,12150,EMI,09-09-2023,06:59:32,delivered,271
TXN213408,CUST3119,Zain Sura,34,Female,P1224,Sunglasses,Accessories,3,2352,Credit Card,07-11-2023,00:38:39,pending,272
TXN994057,CUST5732,Shalv Swamy,51,Male,P4458,Sweater,Clothing,5,10380,Credit Card,07-06-2023,03:45:15,returned,273
TXN312709,CUST3291,Mannat Contractor,33,Male,P9798,Watch,Accessories,5,18895,Cash,22-02-2023,20:09:32,returned,274
TXN707805,CUST3113,Taran Joshi,25,Male,P3514,Bed,Furniture,1,2585,Debit Card,01-07-2023,05:15:27,returned,275
TXN273551,CUST7117,Drishya Hans,26,Female,P8857,Bed,Furniture,1,1061,Credit Card,21-07-2023,17:04:37,delivered,276
TXN296183,CUST3283,Vidur Iyer,18,Female,P5695,Dining Table,Furniture,1,4987,Credit Card,20-07-2023,14:48:32,cancelled,277
TXN477459,CUST2242,Ishaan Dey,46,Female,P3441,Textbook,Books,5,14155,EMI,14-10-2023,18:59:53,delivered,278
TXN574956,CUST3080,Gokul Mangal,37,Female,P5960,Milk,Groceries,1,2764,EMI,09-08-2023,17:13:16,cancelled,279
TXN203520,CUST7069,Suhana Balan,43,Female,P5879,Laptop,Electronics,5,21945,Cash,18-02-2023,00:39:29,delivered,280
TXN241255,CUST9106,Hridaan Varty,21,Male,P6324,Rice,Groceries,2,2268,UPI,18-11-2023,19:09:57,delivered,281
TXN154768,CUST6278,Zoya Bajaj,22,Male,P2265,Novel,Books,5,24040,EMI,01-07-2023,12:39:32,pending,282
TXN825728,CUST8052,Riaan Chakrabarti,24,Female,P7132,Dining Table,Furniture,2,7832,Debit Card,16-01-2023,09:08:20,pending,283
TXN540259,CUST7254,Madhav Kannan,41,Male,P2729,Novel,Books,2,5878,EMI,11-06-2023,00:51:01,returned,284
TXN830665,CUST8512,Bhamini Kapur,45,Male,P5976,Sofa,Furniture,5,9640,Credit Card,27-02-2023,19:34:05,pending,285
TXN730322,CUST3113,Taran Joshi,25,Male,P9365,Jacket,Clothing,4,5656,EMI,24-06-2023,13:39:18,pending,286
TXN687093,CUST5435,Riaan Talwar,36,Female,P7754,Wheat,Groceries,1,2971,Credit Card,23-04-2023,22:26:34,cancelled,287
TXN638268,CUST4926,Anya Rama,58,Male,P9111,Novel,Books,2,2866,Credit Card,24-06-2023,12:01:25,cancelled,288
TXN910672,CUST7187,Heer Tank,28,Female,P6917,Vegetables,Groceries,2,2676,Credit Card,24-01-2023,02:28:10,pending,289
TXN210550,CUST3119,Zain Sura,34,Female,P6819,Shirt,Clothing,4,13012,Debit Card,24-01-2023,02:51:30,cancelled,290
TXN837771,CUST4152,Saira Handa,31,Female,P5795,Chair,Furniture,3,675,UPI,25-02-2023,12:50:36,pending,291
TXN738221,CUST1360,Samaira Baria,59,Female,P1223,Belt,Accessories,3,723,Credit Card,28-07-2023,19:59:55,delivered,292
TXN408909,CUST3044,Eva Bassi,33,Female,P2237,Headphones,Electronics,5,19365,Credit Card,03-05-2023,19:50:45,returned,293
TXN699458,CUST3218,Bhamini Gopal,44,Female,P6602,Handbag,Accessories,2,4804,Credit Card,21-06-2023,16:05:59,pending,294
TXN282449,CUST2836,Tejas Master,57,Male,P2892,Belt,Accessories,3,12618,UPI,07-02-2023,15:05:00,delivered,295
TXN508882,CUST2479,Kabir Sarraf,30,Female,P2401,Vegetables,Groceries,3,5592,Cash,25-07-2023,02:06:23,delivered,296
TXN299577,CUST5750,Uthkarsh Ramaswamy,25,Female,P8670,Wallet,Accessories,4,19740,UPI,03-06-2023,04:30:25,pending,297
TXN846381,CUST3522,Jhanvi Bir,54,Female,P9558,Sofa,Furniture,4,4416,EMI,05-04-2023,19:19:11,cancelled,298
TXN460746,CUST8512,Bhamini Kapur,45,Male,P6196,Belt,Accessories,3,8172,Credit Card,01-08-2023,15:35:01,returned,299
TXN905264,CUST6487,Aayush Hayer,37,Female,P8040,Milk,Groceries,1,2597,Credit Card,13-01-2023,20:34:51,returned,300
TXN209765,CUST5616,Emir Swaminathan,18,Female,P1804,Bed,Furniture,2,4582,UPI,09-03-2023,15:17:01,delivered,301
TXN993319,CUST3096,Shaan Bhandari,19,Female,P4396,Shirt,Clothing,3,11664,Credit Card,14-08-2023,16:00:40,delivered,302
TXN769384,CUST5138,Urvi Saran,52,Female,P9225,Sofa,Furniture,3,2391,Debit Card,06-12-2023,12:27:42,delivered,303
TXN113104,CUST1580,Dhanuk Deep,41,Male,P4427,Novel,Books,2,7042,Debit Card,05-07-2023,17:54:54,pending,304
TXN190908,CUST5252,Darshit Mann,57,Male,P6495,Shirt,Clothing,3,2508,Debit Card,20-12-2023,12:39:49,delivered,305
TXN983265,CUST5979,Mehul Mall,38,Male,P5620,Smartphone,Electronics,2,7714,UPI,13-08-2023,10:39:32,returned,306
TXN522112,CUST3099,Jiya Goyal,54,Female,P5996,Magazine,Books,2,9578,Credit Card,18-05-2023,10:20:00,returned,307
TXN974817,CUST2867,Renee Biswas,29,Female,P4786,Headphones,Electronics,5,3685,Credit Card,15-05-2023,17:46:26,cancelled,308
TXN446297,CUST9459,Jiya Bansal,60,Male,P8490,Wardrobe,Furniture,2,9548,Cash,19-01-2023,01:06:00,pending,309
TXN466511,CUST5138,Urvi Saran,52,Female,P9521,Sweater,Clothing,1,3387,EMI,09-11-2023,09:15:26,returned,310
TXN760535,CUST7617,Anahita Master,47,Female,P7615,Wheat,Groceries,2,4336,UPI,21-08-2023,02:52:18,pending,311
TXN245502,CUST1894,Hiran Tandon,34,Female,P6323,Notebook,Books,2,2694,UPI,28-09-2023,17:48:44,pending,312
TXN783258,CUST2672,Oorja Dada,31,Male,P5433,T-Shirt,Clothing,1,4820,EMI,07-12-2023,23:44:27,cancelled,313
TXN897096,CUST3014,Divyansh Guha,23,Female,P2319,Sofa,Furniture,4,7208,Credit Card,28-05-2023,03:25:29,delivered,314
TXN860654,CUST9133,Kismat Sachdeva,60,Female,P2105,Shirt,Clothing,5,3970,UPI,16-07-2023,16:02:49,cancelled,315
TXN426516,CUST6782,Ritvik Shroff,21,Male,P3471,Dining Table,Furniture,2,4294,Cash,04-01-2023,10:29:19,delivered,316
TXN477722,CUST1799,Damini Bhalla,38,Female,P1474,Headphones,Electronics,3,9831,Cash,03-04-2023,14:21:14,delivered,317
TXN148246,CUST9741,Armaan Chahal,30,Male,P3044,Belt,Accessories,1,3152,UPI,11-02-2023,22:41:32,returned,318
TXN385083,CUST9950,Manikya Rastogi,56,Female,P4388,Novel,Books,1,2180,Credit Card,16-05-2023,08:53:43,delivered,319
TXN742077,CUST1937,Rania Varghese,24,Female,P6585,Fruits,Groceries,3,8133,EMI,03-08-2023,12:25:52,delivered,320
TXN290303,CUST1687,Dharmajan Bhardwaj,32,Female,P4735,Rice,Groceries,2,4788,Debit Card,10-06-2023,07:00:04,cancelled,321
TXN375231,CUST6498,Saira Dyal,41,Female,P2949,Handbag,Accessories,2,6830,Credit Card,20-01-2023,19:42:27,cancelled,322
TXN190255,CUST3964,Yakshit Agarwal,39,Female,P1262,Laptop,Electronics,3,345,Credit Card,08-06-2023,19:51:37,pending,323
TXN821796,CUST3964,Yakshit Agarwal,39,Female,P9796,Textbook,Books,1,227,Cash,21-07-2023,20:36:25,pending,324
TXN210196,CUST6278,Zoya Bajaj,22,Male,P3724,Smartphone,Electronics,3,10614,Credit Card,30-07-2023,10:38:31,returned,325
TXN517775,CUST4431,Miraya Choudhary,54,Female,P9332,Belt,Accessories,1,2057,UPI,29-09-2023,23:15:13,pending,326
TXN145776,CUST6214,Kiaan Hari,43,Male,P5355,Handbag,Accessories,3,3459,EMI,11-12-2023,09:52:50,returned,327
TXN293558,CUST8789,Amira Vora,22,Female,P2232,Comics,Books,5,13525,Credit Card,25-03-2023,07:30:12,delivered,328
TXN329293,CUST6404,Lavanya Kara,31,Female,P1786,T-Shirt,Clothing,3,10659,Debit Card,06-01-2023,22:38:14,returned,329
TXN339719,CUST4599,Tarini Sethi,48,Male,P6576,Belt,Accessories,2,6778,Credit Card,24-01-2023,09:43:08,returned,330
TXN341995,CUST6945,Anay Deshmukh,47,Male,P1997,Smartphone,Electronics,5,7630,Cash,28-04-2023,14:13:18,pending,331
TXN430426,CUST7325,Zain Chandra,24,Female,P6069,Headphones,Electronics,4,17616,EMI,29-09-2023,03:31:58,delivered,332
TXN525595,CUST9084,Dishani Bawa,32,Male,P5486,Wardrobe,Furniture,3,6330,Credit Card,03-02-2023,04:54:01,delivered,333
TXN519116,CUST2506,Hiran Mand,56,Female,P7523,Smartwatch,Electronics,4,1908,Debit Card,02-06-2023,09:31:06,pending,334
TXN580167,CUST3826,Manikya Walia,57,Female,P7311,Headphones,Electronics,5,3825,EMI,07-04-2023,06:18:38,returned,335
TXN238558,CUST5648,Veer Ravel,58,Female,P4206,Fruits,Groceries,4,19532,Cash,08-04-2023,22:33:50,cancelled,336
TXN163021,CUST1985,Rhea Manda,45,Female,P9783,Comics,Books,4,9332,Credit Card,15-06-2023,17:50:12,delivered,337
TXN818373,CUST8438,Anahita Desai,33,Female,P5729,Jacket,Clothing,4,17964,Cash,17-09-2023,08:44:38,returned,338
TXN243792,CUST1716,Jhanvi Dâ€™Alia,38,Female,P9261,Watch,Accessories,1,4990,EMI,01-06-2023,11:14:59,returned,339
TXN212160,CUST2731,Arhaan Chakrabarti,37,Male,P2000,Sweater,Clothing,3,891,Debit Card,06-11-2023,00:23:50,pending,340
TXN935822,CUST3964,Yakshit Agarwal,39,Female,P6415,Notebook,Books,3,3876,Cash,19-02-2023,11:37:19,returned,341
TXN269035,CUST1964,Manikya Raju,43,Male,P2570,Jacket,Clothing,5,14075,Cash,08-03-2023,02:56:28,pending,342
TXN608817,CUST9997,Nehmat Sinha,19,Female,P9949,Sofa,Furniture,1,2097,EMI,29-04-2023,01:02:35,returned,343
TXN733403,CUST9049,Navya Sarin,42,Male,P3166,Vegetables,Groceries,5,12710,EMI,20-10-2023,07:59:48,returned,344
TXN156862,CUST5456,Nirvaan Char,41,Male,P7345,Chair,Furniture,2,3220,Debit Card,01-04-2023,08:28:37,delivered,345
TXN173309,CUST9078,Navya Wagle,20,Female,P4292,Vegetables,Groceries,5,14300,Credit Card,28-02-2023,15:06:05,delivered,346
TXN633396,CUST8449,Zeeshan Batra,23,Male,P1184,Jeans,Clothing,4,8212,Credit Card,22-07-2023,22:47:38,delivered,347
TXN105218,CUST2278,Vihaan Ghosh,40,Male,P5102,Smartphone,Electronics,1,3249,Debit Card,17-06-2023,16:16:04,pending,348
TXN144782,CUST6833,Aaina Sachdev,57,Female,P9489,Jacket,Clothing,2,4316,EMI,29-05-2023,04:30:11,cancelled,349
TXN545562,CUST9049,Navya Sarin,42,Male,P3680,Wheat,Groceries,3,7125,EMI,06-01-2023,10:50:36,delivered,350
TXN183283,CUST1155,Eva Sathe,26,Male,P9243,Milk,Groceries,2,5074,Debit Card,07-05-2023,04:03:24,pending,351
TXN316956,CUST7264,Jayesh Bandi,30,Male,P5939,Rice,Groceries,5,20845,Debit Card,22-11-2023,17:22:05,pending,352
TXN891853,CUST1985,Rhea Manda,45,Female,P3711,Jacket,Clothing,1,4748,Credit Card,29-06-2023,13:13:42,pending,353
TXN536867,CUST2659,Divyansh Dhar,39,Male,P7328,Comics,Books,2,8482,UPI,15-03-2023,16:14:39,delivered,354
TXN852158,CUST1716,Jhanvi Dâ€™Alia,38,Female,P1217,Shirt,Clothing,5,3075,Debit Card,14-05-2023,13:07:16,pending,355
TXN659145,CUST8530,Shlok Kakar,58,Male,P4853,Wallet,Accessories,5,21005,Cash,08-12-2023,03:37:26,cancelled,356
TXN217224,CUST7853,Amani Tandon,28,Male,P4844,Novel,Books,3,13953,Debit Card,25-05-2023,17:00:36,cancelled,357
TXN512292,CUST2450,Rhea Rastogi,18,Male,P2183,Headphones,Electronics,1,3193,Credit Card,03-10-2023,05:18:34,delivered,358
TXN298932,CUST6537,Hiran Tripathi,60,Male,P4295,Jeans,Clothing,4,9348,Credit Card,13-01-2023,11:02:07,cancelled,359
TXN564259,CUST5470,Anika Iyer,31,Female,P6743,Milk,Groceries,3,10701,Credit Card,07-03-2023,15:20:23,delivered,360
TXN761648,CUST1166,Gokul Din,39,Female,P9965,Smartphone,Electronics,2,2510,UPI,01-01-2023,00:07:06,pending,361
TXN465627,CUST2629,Nirvaan Babu,23,Male,P2009,Shirt,Clothing,5,9185,EMI,19-07-2023,00:04:54,cancelled,362
TXN849761,CUST4637,Armaan De,18,Male,P2533,Shirt,Clothing,1,4441,Credit Card,08-08-2023,20:05:40,returned,363
TXN179968,CUST3406,Lavanya Sastry,53,Female,P3397,Shirt,Clothing,4,12160,Credit Card,14-08-2023,09:59:32,pending,364
TXN375218,CUST8348,Vedika Ben,29,Female,P9046,Handbag,Accessories,1,3586,Credit Card,02-10-2023,17:34:05,returned,365
TXN156081,CUST4053,Seher Randhawa,59,Female,P8095,Smartwatch,Electronics,4,2140,Credit Card,07-05-2023,06:15:16,returned,366
TXN120475,CUST8477,Kiara Bahri,34,Female,P9001,Tablet,Electronics,1,1845,UPI,16-03-2023,12:54:45,returned,367
TXN868696,CUST8250,Yuvraj  Johal,29,Female,P9441,Dining Table,Furniture,4,18696,EMI,16-02-2023,10:32:49,delivered,368
TXN691043,CUST7250,Faiyaz Dubey,18,Male,P6798,Fruits,Groceries,5,7755,UPI,28-09-2023,22:17:10,returned,369
TXN462422,CUST7147,Adah Ghose,23,Male,P4983,Sunglasses,Accessories,4,13216,Cash,19-12-2023,17:00:03,returned,370
TXN538592,CUST6001,Nakul Borde,35,Female,P4154,T-Shirt,Clothing,5,11095,Credit Card,17-11-2023,23:15:11,cancelled,371
TXN146506,CUST1660,Mehul Bhatti,29,Female,P6242,Textbook,Books,4,1592,Cash,24-07-2023,05:30:01,returned,372
TXN646436,CUST4157,Faiyaz Anne,32,Female,P7751,T-Shirt,Clothing,5,6005,Credit Card,21-07-2023,06:36:22,pending,373
TXN168522,CUST4330,Dharmajan Kakar,19,Male,P8636,Milk,Groceries,5,16825,UPI,03-03-2023,11:31:23,cancelled,374
TXN582017,CUST9671,Mishti Bakshi,41,Female,P8817,Rice,Groceries,4,10516,Debit Card,05-02-2023,05:36:07,pending,375
TXN109567,CUST2477,Jayan Goswami,50,Female,P2859,Sweater,Clothing,5,6615,EMI,24-01-2023,14:12:38,delivered,376
TXN918350,CUST4486,Yakshit Kibe,31,Male,P7981,Fruits,Groceries,3,5937,Credit Card,16-07-2023,22:15:31,returned,377
TXN134459,CUST9051,Dhanush Mani,28,Female,P9462,Dining Table,Furniture,1,3178,Credit Card,06-11-2023,05:36:05,cancelled,378
TXN341100,CUST5456,Nirvaan Char,41,Male,P5728,Jacket,Clothing,3,14037,Debit Card,28-02-2023,18:17:30,pending,379
TXN458652,CUST3119,Zain Sura,34,Female,P2337,Sofa,Furniture,1,2724,Credit Card,25-02-2023,10:59:10,pending,380
TXN104932,CUST7147,Adah Ghose,23,Male,P8478,Magazine,Books,2,3740,Cash,16-10-2023,13:18:01,returned,381
TXN548240,CUST9059,Ryan Virk,21,Male,P7351,Milk,Groceries,4,6472,Debit Card,22-02-2023,07:54:53,cancelled,382
TXN788059,CUST6325,Vanya Buch,46,Male,P4137,Tablet,Electronics,2,6834,Credit Card,05-04-2023,19:50:35,returned,383
TXN428776,CUST8087,Charvi Devi,45,Female,P5594,Handbag,Accessories,3,11865,EMI,30-09-2023,12:56:47,delivered,384
TXN264048,CUST6170,Khushi Raju,24,Female,P8925,T-Shirt,Clothing,4,11464,Credit Card,21-06-2023,12:20:10,pending,385
TXN847996,CUST5979,Mehul Mall,38,Male,P2368,Vegetables,Groceries,3,13374,UPI,21-09-2023,13:52:27,returned,386
TXN410770,CUST5692,Lagan Sibal,46,Female,P4560,Jacket,Clothing,3,5976,Debit Card,28-07-2023,01:42:37,returned,387
TXN860532,CUST5416,Samiha Bhatti,21,Female,P2768,Novel,Books,3,12420,EMI,10-03-2023,18:03:10,returned,388
TXN599577,CUST9741,Armaan Chahal,30,Male,P5785,Novel,Books,3,8484,Credit Card,02-06-2023,16:39:45,cancelled,389
TXN916147,CUST1818,Kismat Kamdar,52,Male,P4956,Shirt,Clothing,5,15580,Cash,06-03-2023,17:17:28,pending,390
TXN795167,CUST2033,Advik Krishnan,47,Male,P2726,Smartphone,Electronics,5,23990,Cash,07-06-2023,03:03:36,returned,391
TXN486347,CUST4722,Alisha Babu,52,Male,P3417,Vegetables,Groceries,5,23900,Cash,20-10-2023,17:27:04,cancelled,392
TXN207017,CUST7157,Anahi Shroff,43,Female,P1905,Textbook,Books,5,835,Debit Card,25-04-2023,18:37:54,returned,393
TXN656018,CUST2629,Nirvaan Babu,23,Male,P5428,Sunglasses,Accessories,4,11664,Credit Card,09-05-2023,07:07:17,delivered,394
TXN914125,CUST5819,Tanya Vora,44,Female,P1169,Textbook,Books,3,2826,Credit Card,17-11-2023,14:12:38,pending,395
TXN446235,CUST2547,Dhanuk Dani,23,Male,P4807,Milk,Groceries,1,1884,Debit Card,21-05-2023,17:40:55,delivered,396
TXN517130,CUST7250,Faiyaz Dubey,18,Male,P1283,Magazine,Books,1,336,Debit Card,08-03-2023,07:07:53,returned,397
TXN317990,CUST6683,Azad Sastry,55,Male,P9504,Textbook,Books,3,5061,UPI,14-06-2023,15:00:46,returned,398
TXN738027,CUST3787,Taran Andra,19,Female,P6596,Smartphone,Electronics,4,19756,Cash,30-01-2023,20:15:12,delivered,399
TXN714383,CUST1982,Prisha Rama,19,Female,P8819,Notebook,Books,1,1178,UPI,14-08-2023,16:44:30,delivered,400
TXN962976,CUST6534,Nishith Taneja,23,Female,P8041,Chair,Furniture,3,10578,UPI,13-10-2023,20:20:54,returned,401
TXN474618,CUST3787,Taran Andra,19,Female,P5575,Comics,Books,1,1757,UPI,17-11-2023,06:59:29,cancelled,402
TXN845909,CUST7979,Hrishita Hora,47,Female,P7799,Watch,Accessories,5,7210,Cash,04-01-2023,23:18:22,pending,403
TXN436658,CUST9532,Ela Ramakrishnan,58,Male,P7907,Chair,Furniture,1,4980,UPI,09-01-2023,18:11:58,returned,404
TXN702651,CUST6970,Sara De,51,Male,P4941,Magazine,Books,1,268,Cash,30-12-2023,02:54:06,delivered,405
TXN437788,CUST4768,Yuvaan Shroff,23,Female,P8469,Comics,Books,2,7986,Credit Card,19-09-2023,06:45:32,cancelled,406
TXN317163,CUST9993,Heer Bhatia,47,Female,P7886,Chair,Furniture,5,14745,Debit Card,25-02-2023,09:02:25,cancelled,407
TXN742056,CUST1442,Adira Desai,24,Female,P1484,T-Shirt,Clothing,4,17740,Cash,25-01-2023,01:08:50,delivered,408
